CN;Inner Mongolia;Hulun Buir;49.2114;119.756
DE;Baden-Wurttemberg;Heilbronn;49.1395;9.22129
DE;Saarland;Weiskirchen;49.55;6.81667
UA;Lviv;Lviv (Sykhivskyi District);49.8137;24.0382
CZ;Pardubický;Ústí nad Orlicí;49.9729;16.3948
UA;Zhytomyr;Kvitneve;49.9878;29.5313
DE;Bavaria;Nuremberg (Südöstliche Außenstadt);49.4082;11.167
CZ;Moravskoslezský;Fryštát (Mizerov);49.8569;18.5485
CZ;Moravskoslezský;Ostrava (Mariánské Hory a Hulváky);49.8294;18.2633
CZ;Olomoucký;Lutín;49.5566;17.1434
CZ;Olomoucký;Lutín;49.5584;17.1357
CZ;Moravskoslezský;Ostrava (Moravská Ostrava a Přívoz);49.8581;18.2736
CZ;Moravskoslezský;Nový Jičín;49.5944;18.0103
FR;Grand Est;Lumes;49.7346;4.78616
DE;Bavaria;Emskirchen;49.5442;10.7268
DE;Bavaria;Gerbrunn;49.7753;9.99361
DE;Bavaria;Würzburg;49.7939;9.95121
DE;Bavaria;Erlangen;49.5906;11.0214
DE;Baden-Wurttemberg;Mannheim (Rheinau);49.4498;8.52283
DE;Rheinland-Pfalz;Ferschweiler;49.8667;6.4
DE;Rheinland-Pfalz;Bollendorf;49.8527;6.35795
DE;Rheinland-Pfalz;Echternacherbrück;49.8167;6.43333
DE;Bavaria;Fürth (Sack);49.5053;11.0145
DE;Rheinland-Pfalz;Worms;49.6084;8.33884
DE;Baden-Wurttemberg;Heilbronn;49.1481;9.23307
DE;Bavaria;Nuremberg (Mitte);49.4522;11.0489
DE;Saarland;Saarlouis (Roden);49.3437;6.74818
DE;Bavaria;Erlangen;49.5908;11.0076
DE;Baden-Wurttemberg;Lauda-Königshofen (Lauda);49.5575;9.70668
DE;Hesse;Reinheim;49.8292;8.83572
DE;Bavaria;Scheßlitz;49.9757;11.033
BE;Wallonia;Offagne;49.885;5.17378
CZ;Central Bohemia;Nižbor;49.999;14.001
CZ;Central Bohemia;Čáslav;49.9115;15.3897
CZ;Plzeňský kraj;Nepomuk;49.483;13.5852
CZ;Olomoucký;Přerov (Město);49.4513;17.4509
FR;Normandy;Villers-Écalles;49.5367;0.912576
FR;Hauts-de-France;Compiègne;49.4178;2.82614
FR;Hauts-de-France;Jaux;49.3912;2.77809
FR;Hauts-de-France;Genvry;49.5981;3.00595
FR;Grand Est;Raucourt-et-Flaba;49.6034;4.95704
DE;Bavaria;Amberg;49.4448;11.8682
DE;Bavaria;Schwarzenfeld;49.3876;12.1384
DE;Bavaria;Amberg;49.4477;11.8667
DE;Bavaria;Schwarzenbruck;49.3578;11.2433
DE;Rheinland-Pfalz;Dahn;49.151;7.77843
DE;Baden-Wurttemberg;Neuenstein;49.2049;9.58
CA;British Columbia;Vancouver (Central);49.2826;-123.109
CA;Manitoba;Winnipeg;49.8951;-97.1384
CA;Manitoba;Winnipeg (Inkster Industrial Park);49.9469;-97.1897
CA;Manitoba;Winnipeg (St. James Industrial);49.895;-97.2079
CA;British Columbia;Vancouver (Central Vancouver);49.2835;-123.109
CA;British Columbia;Squamish (Garibaldi Highlands);49.7415;-123.134
CA;Ontario;Cochrane;49.0626;-81.0255
CA;Ontario;Cochrane;49.0623;-81.0271
CA;British Columbia;Vancouver (West Side);49.2639;-123.145
CA;Manitoba;Virden;49.8572;-100.922
CA;British Columbia;Vancouver (Central Vancouver);49.2864;-123.116
CA;British Columbia;Richmond;49.1705;-123.138
CA;British Columbia;Vancouver (Central);49.2764;-123.119
CA;Ontario;Kapuskasing;49.4183;-82.4223
CA;British Columbia;Vancouver (Central);49.2848;-123.112
CA;Manitoba;Winnipeg (Downtown);49.889;-97.1475
CA;Manitoba;Winnipeg (Chevrier);49.8317;-97.1663
CA;Manitoba;Winnipeg (Downtown);49.8963;-97.1368
CA;Manitoba;Winnipeg (University);49.8089;-97.1366
CA;Manitoba;Winnipeg (Sargent Park);49.9072;-97.1864
CA;British Columbia;Coquitlam;49.2846;-122.782
CA;Manitoba;Winnipeg (River Park South);49.8083;-97.1012
CA;Manitoba;Winnipeg (St. James Industrial);49.9164;-97.1967
CA;British Columbia;Vancouver (Central Vancouver);49.2836;-123.113
CA;British Columbia;Vancouver (Central Vancouver);49.2869;-123.12
CA;British Columbia;Vancouver (Central Vancouver);49.287;-123.12
CA;British Columbia;Burnaby;49.2427;-122.999
CA;British Columbia;North Vancouver;49.3164;-123.093
CA;British Columbia;Penticton;49.4965;-119.591
CA;British Columbia;Richmond;49.1582;-123.016
CA;British Columbia;Burnaby;49.2682;-123.001
CA;Saskatchewan;Weyburn;49.6633;-103.853
CA;Saskatchewan;Assiniboia;49.6334;-105.984
CA;British Columbia;Nelson;49.4951;-117.293
CA;British Columbia;Chilliwack (Chilliwack Proper Village West);49.1664;-121.953
CA;British Columbia;Burnaby;49.2553;-123.01
CA;British Columbia;Maple Ridge;49.2198;-122.589
CA;British Columbia;West Vancouver;49.3604;-123.12
CA;British Columbia;Princeton;49.4604;-120.509
CA;British Columbia;Richmond;49.1668;-122.985
CA;British Columbia;Vancouver (Central);49.2771;-123.13
CA;British Columbia;New Westminster;49.2057;-122.911
CA;British Columbia;Burnaby;49.2529;-123.01
CA;British Columbia;Vancouver (Central Vancouver);49.2812;-123.105
CA;British Columbia;Vancouver (Central Vancouver);49.2856;-123.117
CA;British Columbia;Richmond;49.1927;-123.1
CA;British Columbia;Pitt Meadows;49.2038;-122.683
CA;British Columbia;Vancouver (East Side);49.2616;-123.036
CA;British Columbia;Comox;49.6744;-124.942
CA;British Columbia;Langley;49.016;-122.552
CA;British Columbia;Penticton;49.456;-119.588
CA;British Columbia;Jaffray;49.3832;-115.302
CA;British Columbia;Vancouver (Central Vancouver);49.2797;-123.115
CA;British Columbia;Kelowna (Central City);49.8781;-119.452
CA;British Columbia;Langley;49.1392;-122.605
CA;British Columbia;Vancouver (Central Vancouver);49.2835;-123.118
CA;British Columbia;Burnaby;49.201;-123.009
CA;British Columbia;Burnaby;49.2542;-123.01
CA;British Columbia;Abbotsford (South Poplar);49.0298;-122.375
CA;British Columbia;Vancouver;49.2872;-123.115
CA;Quebec;Baie-Comeau;49.1873;-68.2616
CA;Quebec;Baie-Comeau;49.1947;-68.2808
CA;British Columbia;Vancouver (West Side);49.2639;-123.171
CA;British Columbia;Vancouver (Central Vancouver);49.2841;-123.12
CA;Manitoba;Winnipeg (Inkster Industrial Park);49.9343;-97.1803
CA;Manitoba;Winnipeg (Chevrier);49.825;-97.1782
CA;Manitoba;Winnipeg (Colony);49.8922;-97.1544
CA;British Columbia;Penticton;49.4991;-119.594
CA;British Columbia;Vancouver (Central Vancouver);49.2853;-123.112
CA;Manitoba;Portage la Prairie;49.9179;-98.2734
CA;British Columbia;Burnaby;49.2509;-123.01
PL;Silesia;Kostkowice;49.7946;18.7013
CA;British Columbia;Richmond (Steveston);49.1407;-123.159
CA;British Columbia;West Vancouver;49.3349;-123.159
CA;British Columbia;Surrey (Cloverdale);49.1046;-122.735
CA;British Columbia;Castlegar;49.3257;-117.665
CA;British Columbia;Burnaby;49.2606;-123.011
LU;Luxembourg;Luxembourg;49.5841;6.11369
CA;Manitoba;Winnipeg (Mission Industrial);49.8917;-97.0952
CA;Manitoba;Winnipeg (Downtown);49.8965;-97.1384
CA;Manitoba;Winkler;49.1817;-97.941
CA;Manitoba;Morden;49.1919;-98.1014
DE;Saarland;Merchweiler;49.35;7.05
CA;Ontario;Wabigoon;49.7218;-92.6038
CA;British Columbia;Vancouver (Central Vancouver);49.2777;-123.11
CA;British Columbia;Vancouver (Central Vancouver);49.2866;-123.117
CA;British Columbia;Burnaby;49.2649;-123.022
CA;British Columbia;Burnaby;49.2436;-122.969
CA;British Columbia;Burnaby;49.2437;-122.969
CA;British Columbia;Richmond;49.1806;-123.072
CA;British Columbia;Burnaby;49.2154;-122.971
CA;British Columbia;Vancouver (Fairview);49.2699;-123.138
CA;British Columbia;Vancouver (Central);49.2844;-123.116
CA;British Columbia;Surrey;49.103;-122.798
CA;British Columbia;Vancouver (Central);49.2873;-123.12
CA;British Columbia;Surrey (Rosemary Heights Business Park);49.0608;-122.799
CA;British Columbia;New Westminster;49.2126;-122.923
CA;British Columbia;Vancouver (Central);49.2778;-123.116
CA;British Columbia;North Vancouver;49.3151;-122.984
CA;British Columbia;Vancouver (Central Vancouver);49.2845;-123.114
CA;British Columbia;Richmond;49.137;-123.137
CA;Ontario;Morson;49.0977;-94.3152
CA;British Columbia;Vancouver (Central Vancouver);49.2813;-123.125
CA;British Columbia;Vancouver (Renfrew-Collingwood);49.2358;-123.029
CA;British Columbia;Surrey (Guildford);49.1685;-122.8
CA;British Columbia;Richmond (Steveston);49.1396;-123.159
CA;British Columbia;Vancouver (Central Vancouver);49.2808;-123.115
CA;British Columbia;Vancouver;49.2457;-123.109
CA;Manitoba;Winnipeg (Earl Grey);49.8719;-97.1432
CA;Manitoba;Winnipeg (Norberry);49.8451;-97.1134
CA;Manitoba;Winnipeg (Grant Park);49.8564;-97.1563
CA;British Columbia;Abbotsford (Sumas Prairie);49.0579;-122.198
CA;British Columbia;Vancouver (Central Vancouver);49.2871;-123.125
CA;British Columbia;Vancouver (Central);49.2834;-123.118
CA;British Columbia;Vancouver (Central);49.2866;-123.118
CA;Manitoba;Winnipeg (Downtown);49.8978;-97.1417
CA;Manitoba;Winnipeg (Inkster Industrial Park);49.9407;-97.1924
CA;British Columbia;Vancouver (East Vancouver);49.2858;-123.043
CA;British Columbia;Vancouver (Central Vancouver);49.2772;-123.118
CA;British Columbia;Vancouver (Central Vancouver);49.2871;-123.121
CA;British Columbia;Vancouver (Central Vancouver);49.2754;-123.122
CA;Manitoba;Winnipeg (Portage - Ellice);49.8939;-97.1458
CA;Manitoba;Winnipeg (Downtown);49.8889;-97.1361
CA;British Columbia;New Westminster;49.1911;-122.931
CA;British Columbia;Vancouver (Central Vancouver);49.2863;-123.116
LU;Luxembourg;Luxembourg;49.6123;6.12584
CA;Quebec;Sainte-Anne-des-Monts;49.1246;-66.4893
CA;Quebec;Chute-aux-Outardes;49.1168;-68.399
CA;Quebec;Baie-Comeau;49.1906;-68.2556
CA;British Columbia;Richmond;49.136;-123.092
CA;British Columbia;Surrey;49.1781;-122.701
CA;British Columbia;Vancouver (Fairview);49.27;-123.145
CA;British Columbia;Vancouver (Renfrew-Collingwood);49.2587;-123.038
CA;British Columbia;Burnaby;49.2594;-123.016
CA;British Columbia;Vancouver (East Vancouver);49.2648;-123.078
CA;British Columbia;Vancouver (Central);49.2845;-123.122
CA;British Columbia;Burnaby;49.2659;-123.01
CA;British Columbia;Vancouver (Central Vancouver);49.2834;-123.113
CA;British Columbia;Burnaby;49.2645;-123.021
CA;British Columbia;Vancouver (Renfrew-Collingwood);49.2609;-123.03
CA;British Columbia;Vancouver (Kitsilano);49.2671;-123.165
CA;British Columbia;Vancouver (Fairview);49.2633;-123.117
CA;British Columbia;Vancouver (Renfrew-Collingwood);49.2591;-123.04
CA;British Columbia;Vancouver (Marpole);49.2055;-123.146
CA;British Columbia;Vancouver (Marpole);49.2041;-123.133
CA;British Columbia;New Westminster;49.198;-122.947
CA;British Columbia;Vancouver (East Vancouver);49.2649;-123.104
CA;British Columbia;Vancouver;49.2378;-123.048
CA;British Columbia;Vancouver (Granville Island);49.2701;-123.131
CA;British Columbia;Vancouver (Fairview);49.2661;-123.144
CA;British Columbia;Vancouver (Kitsilano);49.2687;-123.179
CA;British Columbia;Vancouver (Central Vancouver);49.2838;-123.12
CA;British Columbia;Vancouver (Central Vancouver);49.2732;-123.101
GB;England;Easton;49.186;-2.1124
CA;British Columbia;Parksville;49.3204;-124.314
CA;British Columbia;Tofino;49.1531;-125.907
CA;British Columbia;West Vancouver;49.3604;-123.278
CA;British Columbia;Mission;49.1356;-122.308
CA;British Columbia;Burnaby;49.2605;-122.938
CA;British Columbia;Surrey;49.0413;-122.802
CA;British Columbia;Kelowna (Rutland);49.9067;-119.383
CA;British Columbia;Burnaby;49.2336;-123.022
CA;British Columbia;Vancouver (Central Vancouver);49.2863;-123.118
CA;Ontario;Kapuskasing;49.4169;-82.4331
CA;British Columbia;Kelowna (Highway 97);49.9186;-119.398
CA;Manitoba;Winnipeg (St. James Industrial);49.8999;-97.2054
CA;British Columbia;Kelowna (Central City);49.8796;-119.454
SK;Prešov Region;Stebník;49.38;21.2662
CA;Manitoba;Oak Bluff;49.7733;-97.3232
CA;Manitoba;Winnipeg (North St. Boniface);49.8933;-97.1229
CA;British Columbia;North Vancouver;49.3142;-123.101
CA;British Columbia;Vancouver (Central);49.2866;-123.116
CA;Quebec;Lebel-sur-Quévillon;49.0529;-76.9815
CA;Quebec;Chapais;49.7818;-74.8545
CA;Ontario;Kapuskasing;49.3803;-82.4001
CA;Alberta;Bellevue;49.582;-114.366
CA;British Columbia;Township of Langley (Willoughby);49.1597;-122.666
CA;Ontario;Ignace;49.4102;-91.6632
CA;British Columbia;Vancouver (South Vancouver);49.2611;-123.041
CA;British Columbia;Maple Ridge;49.224;-122.472
CA;Manitoba;Winnipeg (Linden Woods);49.829;-97.1941
CA;British Columbia;Surrey;49.1679;-122.742
CA;British Columbia;Vancouver (East Vancouver);49.2645;-123.078
KZ;East Kazakhstan;Molodezhnyy;49.8739;82.4949
CA;Manitoba;St. Jean Baptiste;49.138;-97.2423
CA;Manitoba;Winnipeg (Tuxedo Industrials);49.8306;-97.2165
CA;Manitoba;Steinbach;49.5318;-96.6915
CA;Manitoba;Winnipeg (Tuxedo Industrials);49.8287;-97.2164
LU;Mersch;Bissen (Roost);49.7866;6.07533
CA;Manitoba;Winnipeg (West Fort Garry Industrial);49.818;-97.1876
CA;British Columbia;Vancouver (Central);49.2867;-123.125
CA;British Columbia;Burnaby;49.1996;-123.008
CA;British Columbia;Vancouver (Central);49.2776;-123.116
CA;British Columbia;Vancouver (South Main);49.2667;-123.102
CA;British Columbia;Burnaby;49.256;-122.935
CA;Alberta;Raymond;49.4638;-112.66
CA;British Columbia;Fernie;49.5;-115.069
CA;Alberta;Taber;49.787;-112.146
CA;Manitoba;Winnipeg (St. James Industrial);49.911;-97.1988
CA;Manitoba;Winnipeg (Inkster Industrial Park);49.9339;-97.1716
CA;British Columbia;Vancouver (Central);49.2847;-123.112
CA;British Columbia;Burnaby;49.1893;-122.991
CA;British Columbia;Burnaby (Metrotown);49.2251;-123.001
CA;Manitoba;Winnipeg (Downtown);49.8935;-97.1432
CA;British Columbia;Vancouver (Kitsilano);49.2639;-123.171
CA;Saskatchewan;Carnduff;49.1738;-101.796
CA;British Columbia;Vancouver (Central Vancouver);49.2859;-123.114
CA;British Columbia;Vancouver (East Side);49.2695;-123.111
CA;British Columbia;Abbotsford (South Poplar);49.0459;-122.372
CA;British Columbia;Kelowna (Dilworth - Enterprise);49.885;-119.434
CA;British Columbia;Kelowna (Central City);49.8814;-119.465
CA;Manitoba;Niverville;49.606;-97.0402
CA;British Columbia;Vancouver (Central);49.2858;-123.122
CA;British Columbia;Burnaby (Metrotown);49.228;-122.997
CA;British Columbia;Burnaby;49.2624;-122.982
CA;British Columbia;Vancouver (Central);49.2846;-123.112
US;Minnesota;Angle Inlet;49.3305;-94.9542
CA;British Columbia;Vancouver (Central);49.2866;-123.119
CA;British Columbia;Richmond;49.1595;-123.12
CA;Manitoba;Winnipeg (Minto);49.8847;-97.1844
CA;Ontario;Oxdrift;49.8151;-93.0039
CA;British Columbia;Vancouver (Central Vancouver);49.2858;-123.116
CA;Quebec;Waswanipi;49.6975;-75.9607
CA;Quebec;Chapais;49.923;-74.8197
CA;Quebec;Matagami;49.7589;-77.6258
CA;British Columbia;Vancouver (Central Vancouver);49.2876;-123.118
CA;British Columbia;Vancouver (Central Vancouver);49.2826;-123.109
CA;Ontario;Hornepayne;49.2145;-84.7762
CA;Ontario;Dryden;49.7833;-92.7503
CA;British Columbia;Princeton;49.459;-120.506
CA;British Columbia;Vancouver (Central);49.2812;-123.092
CA;Ontario;Kenora (Jaffray Melick);49.7837;-94.4427
CA;Ontario;Kenora;49.7854;-94.449
PL;Lesser Poland;Piwniczna-Zdrój;49.4406;20.7142
CA;Quebec;Mont-Louis;49.2336;-65.7153
CA;British Columbia;North Vancouver;49.3252;-123.096
CA;British Columbia;Surrey (Newton);49.1266;-122.845
CA;British Columbia;Hatzic Island;49.1645;-122.238
CA;Saskatchewan;Shaunavon;49.6501;-108.418
CA;Saskatchewan;Maple Creek;49.9063;-109.481
CA;British Columbia;Coquitlam;49.2264;-122.847
CA;Manitoba;Winnipeg (St. James Industrial);49.8933;-97.2144
CA;Manitoba;Winnipeg (University);49.8029;-97.1483
CA;Manitoba;Portage la Prairie;49.9733;-98.3003
CA;British Columbia;Burnaby;49.2456;-122.976
CA;British Columbia;Vancouver (Central Vancouver);49.2796;-123.125
CA;British Columbia;Sion;49.0168;-118.492
CA;British Columbia;Richmond;49.1799;-123.073
CA;British Columbia;Vancouver (East Vancouver);49.2663;-123.104
CA;British Columbia;Vancouver (East Side);49.2664;-123.084
CA;British Columbia;Vancouver (Central Vancouver);49.2853;-123.122
CA;British Columbia;Castlegar;49.29;-117.668
CA;British Columbia;Vancouver (Central Vancouver);49.2887;-123.111
CA;British Columbia;Bowen Island;49.3847;-123.336
CA;British Columbia;Vancouver (Central Vancouver);49.2837;-123.112
CA;British Columbia;Vancouver (Central);49.2852;-123.118
CA;British Columbia;Kelowna (South Pandosy - K.L.O.);49.8608;-119.491
CA;British Columbia;Castlegar;49.3237;-117.659
CA;British Columbia;Wynndel;49.18;-116.552
CA;British Columbia;Vancouver (East Side);49.2597;-123.04
CA;British Columbia;Delta (Ladner);49.0846;-123.077
CA;British Columbia;Vancouver (East Vancouver);49.2649;-123.11
CA;British Columbia;Richmond;49.1871;-123.161
CA;British Columbia;Surrey (Guildford);49.1774;-122.728
CA;British Columbia;Maple Ridge;49.2201;-122.6
CA;British Columbia;Port Coquitlam;49.2615;-122.782
CA;British Columbia;Vancouver (Central Vancouver);49.2875;-123.121
CA;British Columbia;Richmond;49.1949;-123.074
CA;British Columbia;Vancouver (Central Vancouver);49.2877;-123.115
CA;British Columbia;North Vancouver;49.3087;-123.042
CA;Manitoba;Virden;49.8508;-100.933
CA;Manitoba;Winnipeg (Downtown);49.894;-97.1507
CA;Manitoba;Oak Bluff;49.7814;-97.3268
CA;British Columbia;Burnaby (Metrotown);49.2257;-122.993
CA;Quebec;Cap-Chat;49.0974;-66.6851
CA;Alberta;Taber;49.7856;-112.146
CA;British Columbia;Chilliwack (Chilliwack Proper Village West);49.1637;-121.957
CA;Quebec;Baie-Comeau (Le Vieux-Poste);49.1951;-68.2634
CA;British Columbia;Port Coquitlam;49.2529;-122.738
CA;British Columbia;Lantzville;49.2479;-124.073
CA;British Columbia;West Kelowna (Lakeview Heights);49.866;-119.535
CA;British Columbia;Courtenay;49.6866;-124.994
CA;British Columbia;French Creek;49.3412;-124.355
CA;British Columbia;Pitt Meadows;49.2286;-122.69
CA;Alberta;Lethbridge (Winston Churchill);49.7195;-112.812
CA;Alberta;Lethbridge;49.6807;-112.932
CA;Alberta;Pincher Creek;49.4833;-113.952
CA;British Columbia;West Vancouver;49.3988;-123.246
CA;British Columbia;Vancouver (Central Vancouver);49.287;-123.123
CA;British Columbia;Vancouver (Central Vancouver);49.286;-123.116
CA;British Columbia;North Vancouver;49.3152;-123.1
CA;British Columbia;Richmond;49.1767;-123.072
CA;British Columbia;Richmond;49.1772;-123.149
CA;British Columbia;Vancouver (West Side);49.2132;-123.144
CA;British Columbia;Vancouver (Fairview);49.2648;-123.146
CA;British Columbia;Vancouver (East Vancouver);49.2687;-123.11
CA;British Columbia;Vancouver (Fairview);49.2695;-123.14
CA;British Columbia;Burnaby;49.2555;-122.938
CA;British Columbia;Vancouver (Central);49.2777;-123.119
CA;British Columbia;Vancouver (West Side);49.2493;-123.147
CA;British Columbia;Vancouver (Mount Pleasant);49.2689;-123.102
CA;British Columbia;Burnaby;49.2531;-122.898
CA;British Columbia;Vancouver (Fairview);49.2695;-123.142
CA;British Columbia;Richmond;49.1826;-123.128
CA;British Columbia;Langley;49.1055;-122.662
DE;Bavaria;Ammerndorf;49.4234;10.8501
DE;Bavaria;Wörth an der Donau;49.0009;12.4054
DE;Bavaria;Wiesentheid;49.7945;10.3451
DE;Bavaria;Haibach;49.9644;9.20722
DE;Bavaria;Georgensgmünd;49.1897;11.0167
DE;Bavaria;Happurg;49.4937;11.4712
DE;Bavaria;Uehlfeld;49.6708;10.7202
DE;Bavaria;Kleinwallstadt;49.8746;9.16927
DE;Bavaria;Cham;49.2257;12.655
DE;Bavaria;Großlangheim;49.7562;10.2407
DE;Bavaria;Wipfeld;49.9167;10.1667
DE;Bavaria;Rottendorf;49.7923;10.0259
DE;Bavaria;Spalt;49.1755;10.9245
DE;Bavaria;Neustadt an der Aisch;49.5795;10.6113
DE;Bavaria;Eggolsheim;49.7696;11.057
DE;Bavaria;Münchsteinach;49.6394;10.595
DE;Bavaria;Hilpoltstein;49.1905;11.1906
DE;Bavaria;Tegernheim;49.0239;12.173
DE;Bavaria;Zirndorf;49.4424;10.9541
DE;Bavaria;Kitzingen;49.7397;10.1507
DE;Baden-Wurttemberg;Tauberbischofsheim;49.6247;9.66278
DE;Bavaria;Freihung;49.6213;11.9082
DE;Bavaria;Püchersreuth;49.75;12.2333
DE;Bavaria;Greußenheim;49.8167;9.76667
DE;Saarland;Oberthal;49.5126;7.08382
DE;Rheinland-Pfalz;Annweiler am Trifels;49.2061;7.97527
DE;Rheinland-Pfalz;Limburgerhof;49.4244;8.39194
DE;Rheinland-Pfalz;Nieder-Olm;49.9117;8.20533
DE;Rheinland-Pfalz;Frankenthal;49.5341;8.35357
DE;Baden-Wurttemberg;Ittlingen;49.1908;8.93083
DE;Rheinland-Pfalz;Veldenz;49.8887;7.02206
DE;Rheinland-Pfalz;Sohren;49.9333;7.31667
DE;Rheinland-Pfalz;Piesport;49.8864;6.91649
DE;Hesse;Ober-Ramstadt;49.8308;8.74887
DE;Hesse;Neckarsteinach;49.4073;8.84342
DE;Baden-Wurttemberg;Bammental;49.3561;8.77944
DE;Hesse;Riedstadt;49.8341;8.49621
DE;Rheinland-Pfalz;Brauneberg;49.9058;6.98127
DE;Baden-Wurttemberg;Obrigheim;49.3519;9.09083
DE;Rheinland-Pfalz;Rhodt unter Rietburg;49.2697;8.10778
DE;Rheinland-Pfalz;Nußbach;49.6333;7.7
DE;Rheinland-Pfalz;Dellfeld;49.234;7.47399
DE;Baden-Wurttemberg;Mühlhausen;49.2486;8.72667
DE;Rheinland-Pfalz;Contwig;49.25;7.43333
DE;Baden-Wurttemberg;Vellberg;49.0843;9.87914
DE;Baden-Wurttemberg;Neuenstadt am Kocher;49.235;9.33215
DE;Baden-Wurttemberg;Oberrot;49.0144;9.66722
DE;Bavaria;Margetshöchheim;49.8375;9.86389
DE;Rheinland-Pfalz;Rimschweiler;49.2188;7.37571
DE;Rheinland-Pfalz;Waldsee;49.3953;8.44028
DE;Rheinland-Pfalz;Bobenheim-Roxheim;49.5875;8.35778
DE;Bavaria;Amberg;49.4429;11.8627
DE;Rheinland-Pfalz;Obernheim-Kirchenarnbach;49.35;7.58333
DE;Rheinland-Pfalz;Clausen;49.2607;7.6773
DE;Rheinland-Pfalz;Landstuhl;49.4131;7.57021
DE;Bavaria;Kötzting;49.1765;12.8552
DE;Bavaria;Weidenbach;49.1982;10.6449
DE;Rheinland-Pfalz;Offenbach an der Queich;49.1955;8.19779
DE;Rheinland-Pfalz;Schwabenheim;49.9288;8.09525
DE;Saarland;Saarlouis;49.3137;6.75154
DE;Bavaria;Wenzenbach;49.0756;12.1995
DE;Rheinland-Pfalz;Edenkoben;49.2839;8.12714
DE;Rheinland-Pfalz;Wackernheim;49.9744;8.11667
DE;Rheinland-Pfalz;Eisenberg;49.5586;8.07199
DE;Rheinland-Pfalz;Ober-Saulheim;49.8638;8.13526
DE;Rheinland-Pfalz;Alzey;49.7466;8.11513
DE;Rheinland-Pfalz;Sulzheim;49.8431;8.09167
DE;Rheinland-Pfalz;Gau-Odernheim;49.7847;8.19417
DE;Rheinland-Pfalz;Waldböckelheim;49.8167;7.71667
DE;Saarland;Blieskastel;49.2372;7.25617
DE;Bavaria;Sulzbach-Rosenberg;49.5013;11.746
DE;Bavaria;Buckenhof;49.5932;11.0504
DE;Bavaria;Langenzenn (Laubendorf);49.4958;10.7493
DE;Bavaria;Hahnbach;49.5339;11.803
CZ;Jihočeský kraj;Protivín;49.1995;14.2172
CZ;Olomoucký;Prostějov;49.4712;17.1169
CZ;Plzeň Region;Volduchy;49.7761;13.623
CZ;Zlín;Bystřice pod Hostýnem;49.398;17.6769
CZ;Moravskoslezský;Opava (Předměstí);49.9418;17.8992
CZ;South Moravian;Radostice;49.1336;16.477
CZ;South Moravian;Rosice;49.179;16.3939
CZ;Olomoucký;Olomouc (Nové Sady);49.5847;17.2564
CZ;Zlín;Uherské Hradiště;49.0598;17.4958
CZ;Jihočeský kraj;Soběslav;49.2599;14.7186
CZ;South Moravian;Drnovice;49.4696;16.5348
CZ;Olomoucký;Dlouhá Loučka (Plinkout);49.8398;17.1733
CZ;Central Bohemia;Lochovice;49.8532;13.9813
CZ;Zlín;Bystřička;49.4153;17.974
CZ;Zlín;Bystřička;49.4161;18.0181
CZ;Plzeňský kraj;Horažďovice;49.3211;13.7027
CZ;South Moravian;Šitbořice;49.0143;16.7798
CZ;Moravskoslezský;Hlučín;49.8903;18.1853
CZ;Central Bohemia;Beroun;49.9672;14.0863
CZ;Vysočina;Třebíč;49.222;15.8935
CZ;Pardubický;Ronov nad Doubravou;49.8882;15.5263
CZ;Moravskoslezský;Mořkov;49.5368;18.0597
CZ;Zlín;Rožnov pod Radhoštěm;49.4579;18.1381
CZ;Olomoucký;Olomouc (Hodolany);49.5928;17.2846
CZ;Plzeň Region;Chválenice;49.643;13.4759
CZ;Moravskoslezský;Ostrava (Ostrava-jih);49.8063;18.2388
CZ;Plzeň Region;Klatovy;49.3915;13.2955
CZ;Plzeň Region;Malý Bor;49.3305;13.6523
CZ;Plzeň Region;Bor;49.7116;12.7752
CZ;Plzeňský kraj;Starý Plzenec;49.6977;13.4735
CZ;Plzeň Region;Tymákov;49.7191;13.5098
CZ;South Moravian;Moravský Krumlov;49.0489;16.3117
CZ;Zlín;Popovice;49.0526;17.5271
CZ;Jihočeský kraj;Tábor;49.4238;14.676
CZ;South Moravian;Blansko;49.3592;16.6431
CZ;Moravskoslezský;Ostrava (Svinov);49.7995;18.1903
CZ;Moravskoslezský;Metylovice;49.6067;18.3391
CZ;Jihočeský kraj;Vodňany;49.1479;14.1751
CZ;Plzeňský kraj;Rokycany (Nové Město);49.7428;13.604
CZ;Olomoucký;Ruda nad Moravou;49.981;16.8778
CZ;Vysočina;Telč;49.1842;15.4528
CZ;Vysočina;Telč;49.1832;15.4543
CZ;Pardubický;Dlouhá Loučka;49.7009;16.6413
CZ;South Moravian;Blučina;49.055;16.6445
CZ;South Moravian;Blučina;49.0553;16.6317
CZ;Moravskoslezský;Kyjovice;49.8324;18.0421
CZ;Moravskoslezský;Řepiště;49.7334;18.3171
CZ;Vysočina;Jihlava;49.3958;15.5875
CZ;Plzeň Region;Mýto;49.789;13.7346
UA;Cherkasy;Moshny;49.5275;31.7371
UA;Kharkivs’ka Oblast’;Petrivske;49.1742;36.8955
UA;Donetsk;Svyatogorsk;49.041;37.5719
DE;Saarland;Schiffweiler;49.3667;7.13333
DE;Saarland;Friedrichsthal;49.3279;7.09622
PL;Subcarpathia;Jabłonka;49.6942;22.1157
PL;Subcarpathia;Krościenko Wyżne;49.6795;21.829
PL;Silesia;Jastrzębie Zdrój;49.9494;18.5734
